#Wave		#Intensity
101.343750	54637.238281
102.465820	54015.730469
103.587891	53843.363281
104.709961	52855.300781
105.832031	52357.214844
106.953125	51939.199219
108.074219	51108.507812
109.195312	50745.839844
110.316406	50583.785156
111.436523	49901.832031
112.556641	49639.136719
113.676758	49543.726562
114.796875	49276.386719
115.916992	48812.464844
117.036133	48506.914062
118.155273	48029.257812
119.274414	47962.480469
120.393555	47495.703125
121.511719	47670.160156
122.630859	47674.800781
123.749023	46946.113281
124.866211	47442.566406
125.984375	46930.500000
127.101562	47122.898438
128.219727	47254.957031
129.335938	46964.105469
130.453125	47367.015625
131.570312	47208.156250
132.686523	46793.968750
133.802734	46955.191406
134.918945	46932.796875
136.035156	46634.812500
137.150391	46410.664062
138.265625	46444.175781
139.380859	45540.656250
140.496094	44773.558594
141.610352	44593.726562
142.725586	43884.468750
143.839844	43179.429688
144.954102	42505.531250
146.067383	41277.031250
147.181641	40611.488281
148.294922	39629.125000
149.408203	38417.332031
150.521484	37418.445312
151.633789	36576.429688
152.747070	35792.507812
153.859375	34684.675781
154.971680	33268.480469
156.083984	32562.158203
157.195312	31639.703125
158.306641	30674.162109
159.418945	29960.189453
160.529297	29446.179688
161.640625	28963.478516
162.750977	28415.318359
163.862305	28119.078125
164.972656	27676.371094
166.082031	27026.308594
167.192383	27171.105469
168.301758	27074.902344
169.411133	26859.234375
170.520508	26409.097656
171.629883	26285.638672
172.738281	26058.421875
173.847656	26187.406250
174.956055	26036.765625
176.063477	25547.687500
177.171875	25647.314453
178.279297	25561.925781
179.387695	25679.646484
180.495117	25587.457031
181.601562	25581.035156
182.708984	25265.203125
183.815430	25446.201172
184.921875	25403.595703
186.028320	25620.841797
187.134766	25232.445312
188.240234	25560.507812
189.345703	26108.013672
190.452148	25984.076172
191.556641	25778.660156
192.662109	25774.511719
193.766602	25704.740234
194.871094	25951.785156
195.975586	25893.337891
197.080078	26151.830078
198.184570	26285.873047
199.288086	26528.681641
200.391602	26644.722656
201.495117	26609.001953
202.598633	26969.845703
203.701172	27242.429688
204.803711	27533.251953
205.906250	27713.076172
207.008789	27892.968750
208.111328	28063.853516
209.212891	28434.453125
210.314453	28521.542969
211.416016	29021.736328
212.517578	29272.412109
213.618164	29550.427734
214.719727	29971.615234
